Unnamed: 0,Entity,Code,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
8717,Kuwait,KWT,2009,582.0,50.0,37.0,80.0,154.0,192.0,208.0,235.0,300.0,360.0,422.0,405.0,371.0,387.0,420.0,445.0,383.00003,292.99997,175.0,82.0,7.0
8718,Kuwait,KWT,2010,578.0,53.000004,39.0,83.0,159.00002,200.0,211.0,232.0,296.0,361.0,420.00003,407.0,376.0,394.0,448.0,460.0,393.0,292.0,192.0,117.0,11.0
8719,Kuwait,KWT,2011,584.0,55.0,41.0,88.0,157.0,208.0,214.0,228.0,289.0,357.0,414.0,405.0,377.0,394.0,472.0,480.00003,408.0,286.0,205.0,156.99998,19.0
8720,Kuwait,KWT,2012,589.00006,56.0,42.0,95.0,144.0,201.99998,214.0,268.0,302.0,366.0,430.0,429.0,405.0,425.0,496.0,530.0,495.0,355.00003,163.0,47.000004,11.0
8721,Kuwait,KWT,2013,578.0,58.000004,44.0,100.0,139.0,200.0,217.0,263.0,313.0,373.00003,442.0,443.00003,435.0,453.0,520.0,580.0,540.0,387.0,180.0,51.000004,8.0
8722,Kuwait,KWT,2014,582.0,61.0,44.0,100.99999,137.0,200.0,221.0,258.0,324.0,378.00003,447.0,454.99997,459.0,480.0,545.0,628.0,586.0,423.0,199.0,55.0,6.0
8723,Kuwait,KWT,2015,562.0,62.0,45.0,102.0,143.0,201.99998,231.0,262.0,340.0,385.0,457.0,466.00003,480.0,507.00003,578.0,680.0,637.0,466.0,218.00002,62.0,6.0
8724,Kuwait,KWT,2016,543.0,64.0,48.0,99.0,151.00002,201.99998,233.0,262.0,359.0,390.0,472.0,483.0,496.0,544.0,625.0,757.0,726.0,531.0,250.0,70.0,6.0
8725,Kuwait,KWT,2017,537.0,67.0,49.000004,97.0,164.0,202.0,238.0,270.0,359.0,409.0,493.0,499.0,522.0,580.0,695.0,815.0,793.0,585.99994,276.00003,78.0,5.0
8726,Kuwait,KWT,2018,505.0,67.0,49.000004,96.0,175.00002,205.0,236.0,277.0,361.0,427.0,513.0,520.0,544.0,636.00006,775.0,887.0,889.0,662.0,309.0,87.0,6.0
8727,Kuwait,KWT,2019,481.0,69.0,50.0,96.0,182.00002,212.0,232.0,282.0,369.00003,453.0,551.0,557.00006,581.0,706.0,881.0,985.0,994.0,741.0,346.00003,98.00001,6.0
8728,Kuwait,KWT,2020,463.0,49.0,46.0,93.0,138.0,203.0,306.99997,430.0,616.0,751.00006,1013.99994,1031.0,1100.0,1213.0,1208.0,1132.0,1271.0,937.99994,395.0,84.0,6.0
8729,Kuwait,KWT,2021,400.0,61.0,53.0,82.0,107.0,129.00002,216.0,431.99997,662.0,978.00006,1086.0,1342.0,1362.0,1423.0,1438.0,1417.0,1384.0001,941.0,371.99997,80.0,5.0
8730,Kuwait,KWT,2022,436.00003,45.999996,60.000004,81.0,107.0,170.0,230.0,299.0,382.0,464.00003,570.0,627.0,646.0,698.0,789.99994,970.99994,1240.0,809.0,291.0,69.0,5.0
8731,Kuwait,KWT,2023,428.0,62.0,51.0,94.0,176.0,579.0,389.0,321.0,368.0,357.0,491.99997,496.0,426.0,546.0,742.0,965.00006,955.00006,722.0,350.0,103.0,6.0
12950,Oman,OMN,1950,11029.0,240.0,287.0,327.00003,380.0,373.0,355.00003,362.0,354.0,353.0,369.00003,353.0,324.0,307.0,308.0,239.0,120.00001,38.0,6.0,0.0,0.0
12951,Oman,OMN,1951,10917.0,250.99998,289.0,331.0,381.0,373.0,355.00003,361.0,354.0,353.0,372.0,357.99997,328.0,314.0,316.0,250.0,133.0,44.0,8.0,1.0,0.0
12952,Oman,OMN,1952,10926.001,262.0,288.0,334.99997,380.99997,373.0,355.00003,359.0,354.0,354.0,373.0,363.0,330.0,322.0,324.0,262.0,146.0,49.0,8.0,1.0,0.0
12953,Oman,OMN,1953,10918.0,260.0,290.0,340.0,382.0,373.0,355.00003,359.0,354.0,355.0,374.0,369.00003,335.0,328.0,333.0,273.0,159.00002,55.0,11.0,1.0,0.0
12954,Oman,OMN,1954,10896.999,258.0,292.0,343.0,383.00003,373.0,355.00003,357.99997,353.0,355.0,374.0,375.0,337.0,336.0,340.0,282.0,170.0,62.0,12.0,0.0,0.0
12955,Oman,OMN,1955,10844.0,262.0,295.0,346.00003,383.00003,371.0,354.0,355.00003,353.0,356.0,374.0,380.0,344.0,341.00003,348.0,291.0,180.0,69.0,15.000001,1.0,0.0
12956,Oman,OMN,1956,10771.999,268.0,297.0,349.0,384.0,370.0,352.0,355.00003,351.0,356.0,375.0,382.0,348.0,347.0,356.0,297.0,188.0,76.0,16.0,1.0,0.0
12957,Oman,OMN,1957,10686.0,271.0,297.0,355.00003,391.0,376.0,353.0,357.99997,350.0,356.0,378.0,384.0,356.0,352.0,366.0,305.0,196.0,82.0,21.0,2.0,0.0
12958,Oman,OMN,1958,10592.0,279.0,292.0,354.0,384.0,370.0,346.0,353.0,345.0,352.0,375.0,385.0,362.0,354.0,372.0,313.0,204.0,89.0,21.0,2.0,0.0
12959,Oman,OMN,1959,10475.0,293.0,280.0,356.0,386.0,370.0,343.0,350.0,341.00003,351.0,375.0,385.0,370.0,359.0,379.0,319.0,208.99998,94.0,23.0,3.0,0.0
12960,Oman,OMN,1960,10341.0,305.0,267.00003,361.0,385.0,366.99997,341.00003,346.0,337.0,348.0,375.0,387.0,374.0,363.0,385.0,326.0,216.0,99.0,26.0,4.0,0.0
12961,Oman,OMN,1961,10154.0,316.0,253.00002,363.0,382.0,365.0,336.00003,340.00003,334.0,345.0,370.0,387.0,378.0,368.0,389.0,333.0,222.0,104.0,29.0,4.0,0.0
12962,Oman,OMN,1962,9941.999,326.0,242.0,364.0,380.0,362.0,329.99997,335.0,329.99997,340.0,368.0,387.0,380.99997,376.00003,392.00003,340.0,227.0,108.0,31.0,5.0000005,0.0
12963,Oman,OMN,1963,9702.0,334.99997,237.0,355.00003,377.0,357.0,325.99997,329.0,325.99997,333.0,364.0,386.0,382.0,384.0,394.0,348.0,230.0,113.00001,33.0,5.0000005,0.0
12964,Oman,OMN,1964,9450.0,343.99997,236.0,338.0,376.00003,353.0,321.0,321.0,320.00003,327.00003,359.0,384.0,384.0,392.00003,399.0,352.0,235.0,115.0,35.0,6.0,0.0
12965,Oman,OMN,1965,9184.0,353.0,234.0,320.0,375.0,348.0,315.0,315.0,315.0,322.0,355.00003,383.00003,387.0,397.0,405.0,359.0,243.0,118.0,37.0,7.0,0.0
12966,Oman,OMN,1966,8908.999,361.0,233.00002,302.00003,373.00003,344.0,308.0,308.0,306.0,317.0,350.0,380.0,389.0,403.0,412.0,364.0,248.0,123.0,38.0,7.0,1.0
12967,Oman,OMN,1967,8620.0,368.0,228.0,287.0,369.00003,337.0,303.0,299.99997,299.99997,312.0,345.0,380.0,390.00003,410.0,421.0,368.0,255.0,125.0,41.0,7.0,1.0
12968,Oman,OMN,1968,8322.0,373.0,225.0,278.0,356.0,333.0,298.0,294.0,292.0,306.0,338.0,377.0,394.00003,414.0,431.99997,374.0,261.0,129.0,41.0,8.0,1.0
12969,Oman,OMN,1969,8014.0,378.0,221.0,276.0,335.0,326.0,292.0,287.0,286.0,300.0,333.0,374.0,396.0,420.00003,443.00003,380.0,267.00003,132.0,43.0,8.0,1.0
12970,Oman,OMN,1970,7733.0,386.0,220.0,278.0,321.0,332.0,290.0,284.0,281.00003,300.0,332.00003,374.0,403.0,428.0,454.99997,390.00003,273.0,137.0,44.0,9.000001,1.0
12971,Oman,OMN,1971,7423.0,389.0,215.99998,273.0,301.0,327.0,282.0,277.0,274.0,292.0,326.0,370.0,405.0,434.0,463.0,397.0,278.0,139.0,45.0,9.000001,1.0
12972,Oman,OMN,1972,7079.0,378.00003,210.0,284.0,320.0,359.0,300.0,287.0,280.0,295.0,327.00003,372.0,410.0,440.0,468.99997,406.00003,281.0,142.0,46.0,9.000001,1.0
12973,Oman,OMN,1973,6778.0005,375.0,205.0,280.0,308.0,341.00003,292.99997,280.0,271.0,287.0,322.00003,368.0,410.0,444.0,473.99997,417.0,284.0,145.0,47.0,10.000001,1.0
12974,Oman,OMN,1974,6486.0,369.00003,199.99998,273.0,305.0,314.0,287.0,271.0,265.0,280.0,317.0,363.0,409.0,449.0,478.0,427.0,289.0,148.0,48.0,10.000001,1.0
12975,Oman,OMN,1975,6279.0,361.0,195.0,270.0,306.0,297.0,288.0,267.00003,260.0,276.0,312.0,361.0,411.0,454.99997,486.0,438.0,295.0,150.0,48.0,11.0,1.0
12976,Oman,OMN,1976,6088.0005,352.0,186.0,243.0,257.0,243.0,255.0,241.0,241.0,260.0,300.0,352.0,405.0,454.99997,491.0,445.0,301.0,151.0,49.000004,11.0,1.0
12977,Oman,OMN,1977,5955.0,359.99997,188.0,243.0,257.0,237.0,255.0,242.0,241.0,260.0,300.0,354.0,410.0,462.0,500.0,456.0,312.0,153.0,49.000004,11.0,1.0
12978,Oman,OMN,1978,5737.0,325.0,171.0,232.0,252.0,233.0,246.0,237.99998,236.99998,256.0,295.00003,353.0,409.0,464.0,505.0,464.0,321.0,153.0,51.0,11.0,1.0
12979,Oman,OMN,1979,5562.0,312.0,163.0,227.0,249.0,233.0,234.0,237.99998,236.99998,256.0,295.00003,354.0,411.0,470.0,513.0,472.0,333.0,158.0,51.0,11.0,1.0
12980,Oman,OMN,1980,5375.0,297.0,156.0,217.0,245.0,234.0,223.0,239.0,236.0,256.0,295.00003,353.0,412.0,474.0,520.0,483.0,343.0,161.0,52.0,11.0,1.0
12981,Oman,OMN,1981,5179.0,288.00003,149.0,212.00002,241.0,231.0,212.0,239.0,235.0,256.0,295.00003,355.00003,416.0,478.0,527.0,493.0,354.0,165.0,54.0,11.0,1.0
12982,Oman,OMN,1982,4926.0,272.0,140.0,203.00002,234.0,228.0,205.0,236.99998,236.0,257.0,295.00003,356.0,419.0,481.0,534.00006,505.0,362.0,173.00002,54.0,11.0,1.0
12983,Oman,OMN,1983,4661.0005,261.0,132.0,194.0,228.0,223.0,202.0,233.0,236.0,260.0,297.0,356.0,423.0,485.0,543.0,515.0,374.0,181.0,57.0,11.0,1.0
12984,Oman,OMN,1984,4385.0,250.0,125.0,187.0,222.0,220.0,200.0,221.0,237.99998,261.0,300.0,357.99997,427.0,491.0,551.0,527.0,386.0,189.0,57.0,11.0,1.0
12985,Oman,OMN,1985,4100.0,242.00002,120.0,179.0,215.0,215.0,199.99998,213.0,241.0,265.00003,305.0,361.0,432.0,496.0,558.0,539.0,398.0,198.0,59.0,11.0,1.0
12986,Oman,OMN,1986,3752.0,235.0,117.0,178.99998,218.00002,219.00002,207.0,215.0,245.99998,269.0,308.0,363.0,434.0,501.0,564.0,553.00006,422.0,212.0,64.0,12.0,1.0
12987,Oman,OMN,1987,3403.0,228.0,117.0,178.99998,220.0,223.0,216.0,220.0,254.00002,277.0,316.0,368.0,436.0,507.00003,568.0,566.0,443.00003,232.00002,67.0,12.0,1.0
12988,Oman,OMN,1988,3072.0,220.0,113.0,178.99998,220.0,226.00002,223.0,230.0,261.0,286.0,324.0,374.0,440.0,514.0,575.0,580.0,466.0,257.0,76.0,13.0,1.0
12989,Oman,OMN,1989,2774.0002,212.00002,113.0,177.0,220.0,227.0,229.0,242.0,267.0,300.0,336.0,382.0,446.0,520.0,582.0,591.0,486.0,285.0,86.0,13.0,1.0
12990,Oman,OMN,1990,2503.0,201.99998,110.0,176.0,220.0,227.0,235.0,254.00002,278.0,315.0,349.0,395.0,453.0,530.0,592.0,600.0,505.99997,314.0,106.0,15.000001,1.0
12991,Oman,OMN,1991,2251.0,190.0,109.0,174.0,219.00002,225.00002,240.0,263.0,291.0,335.0,366.0,410.0,463.0,538.0,603.0,611.0,525.0,344.0,131.00002,17.0,1.0
12992,Oman,OMN,1992,2020.9999,179.0,107.0,169.0,217.0,225.00002,242.0,271.0,306.0,354.0,383.00003,427.0,476.0,549.0,618.0,620.0,542.0,372.0,164.0,22.0,1.0
12993,Oman,OMN,1993,1812.0,170.0,106.0,164.99998,214.0,221.0,242.0,280.0,321.0,372.0,403.0,447.0,491.99997,561.0,634.0,632.0,556.0,397.0,203.00002,31.999998,2.0
12994,Oman,OMN,1994,1624.0,160.0,103.0,162.0,210.00002,216.0,239.0,283.0,335.0,392.00003,426.0,465.0,510.99997,575.0,650.0,647.0,567.00006,419.0,240.00002,51.0,2.0
12995,Oman,OMN,1995,1468.0,150.0,100.99999,163.0,202.0,205.00002,223.0,266.0,321.0,382.0,422.0,465.0,520.0,579.0,655.00006,663.0,571.0,413.0,228.0,59.0,2.0
12996,Oman,OMN,1996,1327.0,143.0,99.0,164.0,197.0,195.00002,209.0,250.99998,305.0,369.0,415.0,464.0,523.0,583.0,658.0,679.0,578.0,409.0,218.0,66.0,3.0
